Run_Number,BNF_Version,Fitness_Score,Population,Fitnes_Function,,,,,,,,,,,,
14,1.5,8,1000,ffv15p,,,,,,,,,,,,
14,1.5,8,1000,ffv15p,,,,,,,,,,,,
14,1.5,8,1000,ffv15p,,,,,,,,,,,,
14,1.5,8,1000,ffv15p,,,,,,,,,,,,
14,1.5,8,1000,ffv15p,,,,,,,,,,,,
15,1.5,9,1000,ffv15p,,,,,,,,,,,,
15,1.5,9,1000,ffv15p,,,,,,,,,,,,
15,1.5,9,1000,ffv15p,,,,,,,,,,,,
15,1.5,9,1000,ffv15p,,,,,,,,,,,,
15,1.5,8,1000,ffv15p,,,,,,,,,,,,
15,1.5,8,1000,ffv15p,,,,,,,,,,,,
15,1.5,8,1000,ffv15p,,,,,,,,,,,,
15,1.5,8,1000,ffv15p,,,,,,,,,,,,
15,1.5,8,1000,ffv15p,,,,,,,,,,,,
1,1.5,9,5000,ffv15p,,,,,,,,,,,,
1,1.5,9,5000,ffv15p,,,,,,,,,,,,
1,1.5,9,5000,ffv15p,,,,,,,,,,,,
1,1.5,9,5000,ffv15p,,,,,,,,,,,,
1,1.5,9,5000,ffv15p,,,,,,,,,,,,
1,1.5,9,5000,ffv15p,,,,,,,,,,,,
2,1.5,9,5000,ffv15p,,,,,,,,,,,,
2,1.5,13,5000,ffv15p,,,,,,,,,,,,
2,1.5,13,5000,ffv15p,,,,,,,,,,,,
2,1.5,13,5000,ffv15p,,,,,,,,,,,,
2,1.5,13,5000,ffv15p,,,,,,,,,,,,
2,1.5,10,5000,ffv15p,,,,,,,,,,,,
3,1.5,10,5000,ffv15p,,,,,,,,,,,,
3,1.5,9,5000,ffv15p,,,,,,,,,,,,
3,1.5,14,5000,ffv15p,,,,,,,,,,,,
3,1.5,14,5000,ffv15p,,,,,,,,,,,,
3,1.5,14,5000,ffv15p,,,,,,,,,,,,
3,1.5,14,5000,ffv15p,,,,,,,,,,,,
4,1.5,9,5000,ffv15p,,,,,,,,,,,,
4,1.5,9,5000,ffv15p,,,,,,,,,,,,
4,1.5,9,5000,ffv15p,,,,,,,,,,,,
4,1.5,11,5000,ffv15p,,,,,,,,,,,,
4,1.5,11,5000,ffv15p,,,,,,,,,,,,
4,1.5,11,5000,ffv15p,,,,,,,,,,,,
5,1.5,11,5000,ffv15p,,,,,,,,,,,,
5,1.5,9,5000,ffv15p,,,,,,,,,,,,
5,1.5,9,5000,ffv15p,,,,,,,,,,,,
5,1.5,9,5000,ffv15p,,,,,,,,,,,,
5,1.5,11,5000,ffv15p,,,,,,,,,,,,
5,1.5,11,5000,ffv15p,,,,,,,,,,,,
6,1.5,11,5000,ffv15p,,,,,,,,,,,,
6,1.5,11,5000,ffv15p,,,,,,,,,,,,
6,1.5,10,5000,ffv15p,,,,,,,,,,,,
6,1.5,10,5000,ffv15p,,,,,,,,,,,,
6,1.5,10,5000,ffv15p,,,,,,,,,,,,
6,1.5,9,5000,ffv15p,,,,,,,,,,,,
7,1.5,9,5000,ffv15p,,,,,,,,,,,,
7,1.5,9,5000,ffv15p,,,,,,,,,,,,
7,1.5,9,5000,ffv15p,,,,,,,,,,,,
7,1.5,9,5000,ffv15p,,,,,,,,,,,,
7,1.5,9,5000,ffv15p,,,,,,,,,,,,
7,1.5,9,5000,ffv15p,,,,,,,,,,,,
8,1.5,9,5000,ffv15p,,,,,,,,,,,,
8,1.5,9,5000,ffv15p,,,,,,,,,,,,
8,1.5,9,5000,ffv15p,,,,,,,,,,,,
8,1.5,9,5000,ffv15p,,,,,,,,,,,,
8,1.5,9,5000,ffv15p,,,,,,,,,,,,
8,1.5,9,5000,ffv15p,,,,,,,,,,,,
9,1.5,9,5000,ffv15p,,,,,,,,,,,,
9,1.5,10,5000,ffv15p,,,,,,,,,,,,
9,1.5,10,5000,ffv15p,,,,,,,,,,,,
9,1.5,10,5000,ffv15p,,,,,,,,,,,,
9,1.5,10,5000,ffv15p,,,,,,,,,,,,
9,1.5,10,5000,ffv15p,,,,,,,,,,,,
10,1.5,10,5000,ffv15p,,,,,,,,,,,,
10,1.5,10,5000,ffv15p,,,,,,,,,,,,
10,1.5,9,5000,ffv15p,,,,,,,,,,,,
10,1.5,9,5000,ffv15p,,,,,,,,,,,,
10,1.5,9,5000,ffv15p,,,,,,,,,,,,
10,1.5,9,5000,ffv15p,,,,,,,,,,,,
11,1.5,9,5000,ffv15p,,,,,,,,,,,,
11,1.5,9,5000,ffv15p,,,,,,,,,,,,
11,1.5,9,5000,ffv15p,,,,,,,,,,,,
11,1.5,12,5000,ffv15p,,,,,,,,,,,,
11,1.5,12,5000,ffv15p,,,,,,,,,,,,
11,1.5,12,5000,ffv15p,,,,,,,,,,,,
12,1.5,12,5000,ffv15p,,,,,,,,,,,,
12,1.5,11,5000,ffv15p,,,,,,,,,,,,
12,1.5,11,5000,ffv15p,,,,,,,,,,,,
12,1.5,9,5000,ffv15p,,,,,,,,,,,,
12,1.5,14,5000,ffv15p,,,,,,,,,,,,
12,1.5,14,5000,ffv15p,,,,,,,,,,,,
13,1.5,11,5000,ffv15p,,,,,,,,,,,,
13,1.5,11,5000,ffv15p,,,,,,,,,,,,
13,1.5,11,5000,ffv15p,,,,,,,,,,,,
13,1.5,11,5000,ffv15p,,,,,,,,,,,,
13,1.5,9,5000,ffv15p,,,,,,,,,,,,
13,1.5,9,5000,ffv15p,,,,,,,,,,,,
14,1.5,9,5000,ffv15p,,,,,,,,,,,,
14,1.5,9,5000,ffv15p,,,,,,,,,,,,
14,1.5,9,5000,ffv15p,,,,,,,,,,,,
14,1.5,9,5000,ffv15p,,,,,,,,,,,,
14,1.5,8,5000,ffv15p,,,,,,,,,,,,
14,1.5,8,5000,ffv15p,,,,,,,,,,,,
15,1.5,8,5000,ffv15p,,,,,,,,,,,,
15,1.5,8,5000,ffv15p,,,,,,,,,,,,
15,1.5,8,5000,ffv15p,,,,,,,,,,,,
15,1.5,8,5000,ffv15p,,,,,,,,,,,,
15,1.5,8,5000,ffv15p,,,,,,,,,,,,
15,1.5,8,5000,ffv15p,,,,,,,,,,,,
15,1.5,8,5000,ffv15p,,,,,,,,,,,,
15,1.5,8,5000,ffv15p,,,,,,,,,,,,
15,1.5,8,5000,ffv15p,,,,,,,,,,,,
1,2,4,1000,ffv2,,,,,,,,,,,,
1,2,4,1000,ffv2,,,,,,,,,,,,
1,2,3,1000,ffv2,,,,,,,,,,,,
1,2,3,1000,ffv2,,,,,,,,,,,,
1,2,3,1000,ffv2,,,,,,,,,,,,
1,2,3,1000,ffv2,,,,,,,,,,,,
2,2,3,1000,ffv2,,,,,,,,,,,,
2,2,3,1000,ffv2,,,,,,,,,,,,
2,2,3,1000,ffv2,,,,,,,,,,,,
2,2,4,1000,ffv2,,,,,,,,,,,,
2,2,4,1000,ffv2,,,,,,,,,,,,
2,2,4,1000,ffv2,,,,,,,,,,,,
3,2,4,1000,ffv2,,,,,,,,,,,,
3,2,4,1000,ffv2,,,,,,,,,,,,
3,2,4,1000,ffv2,,,,,,,,,,,,
3,2,4,1000,ffv2,,,,,,,,,,,,
3,2,4,1000,ffv2,,,,,,,,,,,,
3,2,4,1000,ffv2,,,,,,,,,,,,
4,2,4,1000,ffv2,,,,,,,,,,,,
4,2,3,1000,ffv2,,,,,,,,,,,,
4,2,3,1000,ffv2,,,,,,,,,,,,
4,2,3,1000,ffv2,,,,,,,,,,,,
4,2,3,1000,ffv2,,,,,,,,,,,,
4,2,4,1000,ffv2,,,,,,,,,,,,
5,2,4,1000,ffv2,,,,,,,,,,,,
5,2,4,1000,ffv2,,,,,,,,,,,,
5,2,4,1000,ffv2,,,,,,,,,,,,
5,2,3,1000,ffv2,,,,,,,,,,,,
5,2,3,1000,ffv2,,,,,,,,,,,,
5,2,3,1000,ffv2,,,,,,,,,,,,
6,2,3,1000,ffv2,,,,,,,,,,,,
6,2,3,1000,ffv2,,,,,,,,,,,,
6,2,4,1000,ffv2,,,,,,,,,,,,
6,2,3,1000,ffv2,,,,,,,,,,,,
6,2,3,1000,ffv2,,,,,,,,,,,,
6,2,3,1000,ffv2,,,,,,,,,,,,
7,2,3,1000,ffv2,,,,,,,,,,,,
7,2,3,1000,ffv2,,,,,,,,,,,,
7,2,3,1000,ffv2,,,,,,,,,,,,
7,2,3,1000,ffv2,,,,,,,,,,,,
7,2,3,1000,ffv2,,,,,,,,,,,,
7,2,4,1000,ffv2,,,,,,,,,,,,
8,2,4,1000,ffv2,,,,,,,,,,,,
8,2,4,1000,ffv2,,,,,,,,,,,,
8,2,4,1000,ffv2,,,,,,,,,,,,
8,2,3,1000,ffv2,,,,,,,,,,,,
8,2,3,1000,ffv2,,,,,,,,,,,,
8,2,3,1000,ffv2,,,,,,,,,,,,
9,2,3,1000,ffv2,,,,,,,,,,,,
9,2,3,1000,ffv2,,,,,,,,,,,,
9,2,4,1000,ffv2,,,,,,,,,,,,
9,2,4,1000,ffv2,,,,,,,,,,,,
9,2,4,1000,ffv2,,,,,,,,,,,,
9,2,4,1000,ffv2,,,,,,,,,,,,
10,2,4,1000,ffv2,,,,,,,,,,,,
10,2,4,1000,ffv2,,,,,,,,,,,,
10,2,4,1000,ffv2,,,,,,,,,,,,
10,2,4,1000,ffv2,,,,,,,,,,,,
10,2,4,1000,ffv2,,,,,,,,,,,,
10,2,4,1000,ffv2,,,,,,,,,,,,
11,2,4,1000,ffv2,,,,,,,,,,,,
11,2,4,1000,ffv2,,,,,,,,,,,,
11,2,4,1000,ffv2,,,,,,,,,,,,
11,2,4,1000,ffv2,,,,,,,,,,,,
11,2,4,1000,ffv2,,,,,,,,,,,,
11,2,4,1000,ffv2,,,,,,,,,,,,
12,2,4,1000,ffv2,,,,,,,,,,,,
12,2,4,1000,ffv2,,,,,,,,,,,,
12,2,4,1000,ffv2,,,,,,,,,,,,
12,2,4,1000,ffv2,,,,,,,,,,,,
12,2,4,1000,ffv2,,,,,,,,,,,,
12,2,4,1000,ffv2,,,,,,,,,,,,
13,2,4,1000,ffv2,,,,,,,,,,,,
13,2,4,1000,ffv2,,,,,,,,,,,,
13,2,4,1000,ffv2,,,,,,,,,,,,
13,2,4,1000,ffv2,,,,,,,,,,,,
13,2,4,1000,ffv2,,,,,,,,,,,,
13,2,4,1000,ffv2,,,,,,,,,,,,
14,2,4,1000,ffv2,,,,,,,,,,,,
14,2,4,1000,ffv2,,,,,,,,,,,,
14,2,4,1000,ffv2,,,,,,,,,,,,
14,2,4,1000,ffv2,,,,,,,,,,,,
14,2,4,1000,ffv2,,,,,,,,,,,,
14,2,4,1000,ffv2,,,,,,,,,,,,
15,2,4,1000,ffv2,,,,,,,,,,,,
15,2,4,1000,ffv2,,,,,,,,,,,,
15,2,4,1000,ffv2,,,,,,,,,,,,
15,2,3,1000,ffv2,,,,,,,,,,,,
15,2,3,1000,ffv2,,,,,,,,,,,,
15,2,3,1000,ffv2,,,,,,,,,,,,
15,2,3,1000,ffv2,,,,,,,,,,,,
15,2,4,1000,ffv2,,,,,,,,,,,,
15,2,4,1000,ffv2,,,,,,,,,,,,
1,2,4,5000,ffv2,,,,,,,,,,,,
1,2,4,5000,ffv2,,,,,,,,,,,,
1,2,4,5000,ffv2,,,,,,,,,,,,
1,2,4,5000,ffv2,,,,,,,,,,,,
1,2,4,5000,ffv2,,,,,,,,,,,,
1,2,4,5000,ffv2,,,,,,,,,,,,
2,2,4,5000,ffv2,,,,,,,,,,,,
2,2,4,5000,ffv2,,,,,,,,,,,,
2,2,4,5000,ffv2,,,,,,,,,,,,
2,2,4,5000,ffv2,,,,,,,,,,,,
2,2,4,5000,ffv2,,,,,,,,,,,,
2,2,4,5000,ffv2,,,,,,,,,,,,
3,2,4,5000,ffv2,,,,,,,,,,,,
3,2,4,5000,ffv2,,,,,,,,,,,,
3,2,4,5000,ffv2,,,,,,,,,,,,
3,2,4,5000,ffv2,,,,,,,,,,,,
3,2,4,5000,ffv2,,,,,,,,,,,,
3,2,4,5000,ffv2,,,,,,,,,,,,
4,2,4,5000,ffv2,,,,,,,,,,,,
4,2,4,5000,ffv2,,,,,,,,,,,,
4,2,4,5000,ffv2,,,,,,,,,,,,
4,2,4,5000,ffv2,,,,,,,,,,,,
4,2,4,5000,ffv2,,,,,,,,,,,,
4,2,4,5000,ffv2,,,,,,,,,,,,
5,2,4,5000,ffv2,,,,,,,,,,,,
5,2,4,5000,ffv2,,,,,,,,,,,,
5,2,4,5000,ffv2,,,,,,,,,,,,
5,2,4,5000,ffv2,,,,,,,,,,,,
5,2,4,5000,ffv2,,,,,,,,,,,,
5,2,4,5000,ffv2,,,,,,,,,,,,
6,2,4,5000,ffv2,,,,,,,,,,,,
6,2,4,5000,ffv2,,,,,,,,,,,,
6,2,4,5000,ffv2,,,,,,,,,,,,
6,2,4,5000,ffv2,,,,,,,,,,,,
6,2,4,5000,ffv2,,,,,,,,,,,,
6,2,4,5000,ffv2,,,,,,,,,,,,
7,2,4,5000,ffv2,,,,,,,,,,,,
7,2,4,5000,ffv2,,,,,,,,,,,,
7,2,4,5000,ffv2,,,,,,,,,,,,
7,2,4,5000,ffv2,,,,,,,,,,,,
7,2,4,5000,ffv2,,,,,,,,,,,,
7,2,4,5000,ffv2,,,,,,,,,,,,
8,2,4,5000,ffv2,,,,,,,,,,,,
8,2,4,5000,ffv2,,,,,,,,,,,,
8,2,4,5000,ffv2,,,,,,,,,,,,
8,2,4,5000,ffv2,,,,,,,,,,,,
8,2,4,5000,ffv2,,,,,,,,,,,,
8,2,4,5000,ffv2,,,,,,,,,,,,
9,2,4,5000,ffv2,,,,,,,,,,,,
9,2,4,5000,ffv2,,,,,,,,,,,,
9,2,4,5000,ffv2,,,,,,,,,,,,
9,2,4,5000,ffv2,,,,,,,,,,,,
9,2,4,5000,ffv2,,,,,,,,,,,,
9,2,4,5000,ffv2,,,,,,,,,,,,
10,2,4,5000,ffv2,,,,,,,,,,,,
10,2,4,5000,ffv2,,,,,,,,,,,,
10,2,4,5000,ffv2,,,,,,,,,,,,
10,2,4,5000,ffv2,,,,,,,,,,,,
10,2,4,5000,ffv2,,,,,,,,,,,,
10,2,4,5000,ffv2,,,,,,,,,,,,
11,2,4,5000,ffv2,,,,,,,,,,,,
11,2,4,5000,ffv2,,,,,,,,,,,,
11,2,4,5000,ffv2,,,,,,,,,,,,
11,2,4,5000,ffv2,,,,,,,,,,,,
11,2,4,5000,ffv2,,,,,,,,,,,,
11,2,4,5000,ffv2,,,,,,,,,,,,
12,2,4,5000,ffv2,,,,,,,,,,,,
12,2,4,5000,ffv2,,,,,,,,,,,,
12,2,4,5000,ffv2,,,,,,,,,,,,
12,2,4,5000,ffv2,,,,,,,,,,,,
12,2,4,5000,ffv2,,,,,,,,,,,,
12,2,4,5000,ffv2,,,,,,,,,,,,
13,2,4,5000,ffv2,,,,,,,,,,,,
13,2,4,5000,ffv2,,,,,,,,,,,,
13,2,4,5000,ffv2,,,,,,,,,,,,
13,2,4,5000,ffv2,,,,,,,,,,,,
13,2,4,5000,ffv2,,,,,,,,,,,,
13,2,4,5000,ffv2,,,,,,,,,,,,
14,2,4,5000,ffv2,,,,,,,,,,,,
14,2,4,5000,ffv2,,,,,,,,,,,,
14,2,4,5000,ffv2,,,,,,,,,,,,
14,2,4,5000,ffv2,,,,,,,,,,,,
14,2,4,5000,ffv2,,,,,,,,,,,,
14,2,4,5000,ffv2,,,,,,,,,,,,
15,2,4,5000,ffv2,,,,,,,,,,,,
15,2,4,5000,ffv2,,,,,,,,,,,,
15,2,4,5000,ffv2,,,,,,,,,,,,
15,2,4,5000,ffv2,,,,,,,,,,,,
15,2,4,5000,ffv2,,,,,,,,,,,,
15,2,4,5000,ffv2,,,,,,,,,,,,
15,2,4,5000,ffv2,,,,,,,,,,,,
15,2,4,5000,ffv2,,,,,,,,,,,,
15,2,4,5000,ffv2,,,,,,,,,,,,
1,2,4,10000,ffv2,,,,,,,,,,,,
1,2,4,10000,ffv2,,,,,,,,,,,,
1,2,4,10000,ffv2,,,,,,,,,,,,
1,2,4,10000,ffv2,,,,,,,,,,,,
1,2,4,10000,ffv2,,,,,,,,,,,,
1,2,4,10000,ffv2,,,,,,,,,,,,
2,2,4,10000,ffv2,,,,,,,,,,,,
2,2,4,10000,ffv2,,,,,,,,,,,,
2,2,4,10000,ffv2,,,,,,,,,,,,
2,2,4,10000,ffv2,,,,,,,,,,,,
2,2,4,10000,ffv2,,,,,,,,,,,,
2,2,4,10000,ffv2,,,,,,,,,,,,
3,2,4,10000,ffv2,,,,,,,,,,,,
3,2,4,10000,ffv2,,,,,,,,,,,,
3,2,4,10000,ffv2,,,,,,,,,,,,
3,2,4,10000,ffv2,,,,,,,,,,,,
3,2,4,10000,ffv2,,,,,,,,,,,,
3,2,4,10000,ffv2,,,,,,,,,,,,
4,2,4,10000,ffv2,,,,,,,,,,,,
4,2,4,10000,ffv2,,,,,,,,,,,,
4,2,4,10000,ffv2,,,,,,,,,,,,
4,2,4,10000,ffv2,,,,,,,,,,,,
4,2,4,10000,ffv2,,,,,,,,,,,,
4,2,4,10000,ffv2,,,,,,,,,,,,
5,2,4,10000,ffv2,,,,,,,,,,,,
5,2,4,10000,ffv2,,,,,,,,,,,,
5,2,4,10000,ffv2,,,,,,,,,,,,
5,2,4,10000,ffv2,,,,,,,,,,,,
5,2,4,10000,ffv2,,,,,,,,,,,,
5,2,4,10000,ffv2,,,,,,,,,,,,
6,2,4,10000,ffv2,,,,,,,,,,,,
6,2,4,10000,ffv2,,,,,,,,,,,,
6,2,4,10000,ffv2,,,,,,,,,,,,
6,2,4,10000,ffv2,,,,,,,,,,,,
6,2,4,10000,ffv2,,,,,,,,,,,,
6,2,4,10000,ffv2,,,,,,,,,,,,
7,2,4,10000,ffv2,,,,,,,,,,,,
7,2,4,10000,ffv2,,,,,,,,,,,,
7,2,4,10000,ffv2,,,,,,,,,,,,
7,2,4,10000,ffv2,,,,,,,,,,,,
7,2,4,10000,ffv2,,,,,,,,,,,,
7,2,4,10000,ffv2,,,,,,,,,,,,
8,2,4,10000,ffv2,,,,,,,,,,,,
8,2,4,10000,ffv2,,,,,,,,,,,,
8,2,4,10000,ffv2,,,,,,,,,,,,
8,2,4,10000,ffv2,,,,,,,,,,,,
8,2,4,10000,ffv2,,,,,,,,,,,,
8,2,4,10000,ffv2,,,,,,,,,,,,
9,2,4,10000,ffv2,,,,,,,,,,,,
9,2,4,10000,ffv2,,,,,,,,,,,,
9,2,4,10000,ffv2,,,,,,,,,,,,
9,2,4,10000,ffv2,,,,,,,,,,,,
9,2,4,10000,ffv2,,,,,,,,,,,,
9,2,4,10000,ffv2,,,,,,,,,,,,
10,2,4,10000,ffv2,,,,,,,,,,,,
10,2,4,10000,ffv2,,,,,,,,,,,,
10,2,4,10000,ffv2,,,,,,,,,,,,
10,2,4,10000,ffv2,,,,,,,,,,,,
10,2,4,10000,ffv2,,,,,,,,,,,,
10,2,4,10000,ffv2,,,,,,,,,,,,
11,2,4,10000,ffv2,,,,,,,,,,,,
11,2,4,10000,ffv2,,,,,,,,,,,,
11,2,4,10000,ffv2,,,,,,,,,,,,
11,2,4,10000,ffv2,,,,,,,,,,,,
11,2,4,10000,ffv2,,,,,,,,,,,,
11,2,4,10000,ffv2,,,,,,,,,,,,
12,2,4,10000,ffv2,,,,,,,,,,,,
12,2,4,10000,ffv2,,,,,,,,,,,,
12,2,4,10000,ffv2,,,,,,,,,,,,
12,2,4,10000,ffv2,,,,,,,,,,,,
12,2,4,10000,ffv2,,,,,,,,,,,,
12,2,4,10000,ffv2,,,,,,,,,,,,
13,2,4,10000,ffv2,,,,,,,,,,,,
13,2,4,10000,ffv2,,,,,,,,,,,,
13,2,4,10000,ffv2,,,,,,,,,,,,
13,2,4,10000,ffv2,,,,,,,,,,,,
13,2,4,10000,ffv2,,,,,,,,,,,,
13,2,4,10000,ffv2,,,,,,,,,,,,
14,2,4,10000,ffv2,,,,,,,,,,,,
14,2,4,10000,ffv2,,,,,,,,,,,,
14,2,4,10000,ffv2,,,,,,,,,,,,
14,2,4,10000,ffv2,,,,,,,,,,,,
14,2,4,10000,ffv2,,,,,,,,,,,,
14,2,4,10000,ffv2,,,,,,,,,,,,
15,2,4,10000,ffv2,,,,,,,,,,,,
15,2,4,10000,ffv2,,,,,,,,,,,,
15,2,4,10000,ffv2,,,,,,,,,,,,
15,2,4,10000,ffv2,,,,,,,,,,,,
15,2,4,10000,ffv2,,,,,,,,,,,,
15,2,4,10000,ffv2,,,,,,,,,,,,
15,2,4,10000,ffv2,,,,,,,,,,,,
15,2,4,10000,ffv2,,,,,,,,,,,,
15,2,4,10000,ffv2,,,,,,,,,,,,
1,2,4,50000,ffv2,,,,,,,,,,,,
1,2,4,50000,ffv2,,,,,,,,,,,,
1,2,4,50000,ffv2,,,,,,,,,,,,
1,2,4,50000,ffv2,,,,,,,,,,,,
1,2,4,50000,ffv2,,,,,,,,,,,,
1,2,4,50000,ffv2,,,,,,,,,,,,
2,2,4,50000,ffv2,,,,,,,,,,,,
2,2,4,50000,ffv2,,,,,,,,,,,,
2,2,4,50000,ffv2,,,,,,,,,,,,
2,2,4,50000,ffv2,,,,,,,,,,,,
2,2,4,50000,ffv2,,,,,,,,,,,,
2,2,4,50000,ffv2,,,,,,,,,,,,
3,2,4,50000,ffv2,,,,,,,,,,,,
3,2,4,50000,ffv2,,,,,,,,,,,,
3,2,4,50000,ffv2,,,,,,,,,,,,
3,2,4,50000,ffv2,,,,,,,,,,,,
3,2,4,50000,ffv2,,,,,,,,,,,,
3,2,4,50000,ffv2,,,,,,,,,,,,
4,2,4,50000,ffv2,,,,,,,,,,,,
4,2,4,50000,ffv2,,,,,,,,,,,,
4,2,4,50000,ffv2,,,,,,,,,,,,
4,2,4,50000,ffv2,,,,,,,,,,,,
4,2,4,50000,ffv2,,,,,,,,,,,,
4,2,4,50000,ffv2,,,,,,,,,,,,
5,2,4,50000,ffv2,,,,,,,,,,,,
5,2,4,50000,ffv2,,,,,,,,,,,,
5,2,4,50000,ffv2,,,,,,,,,,,,
5,2,4,50000,ffv2,,,,,,,,,,,,
5,2,4,50000,ffv2,,,,,,,,,,,,
5,2,4,50000,ffv2,,,,,,,,,,,,
6,2,4,50000,ffv2,,,,,,,,,,,,
6,2,4,50000,ffv2,,,,,,,,,,,,
6,2,4,50000,ffv2,,,,,,,,,,,,
6,2,4,50000,ffv2,,,,,,,,,,,,
6,2,4,50000,ffv2,,,,,,,,,,,,
6,2,4,50000,ffv2,,,,,,,,,,,,
7,2,4,50000,ffv2,,,,,,,,,,,,
7,2,4,50000,ffv2,,,,,,,,,,,,
7,2,4,50000,ffv2,,,,,,,,,,,,
7,2,4,50000,ffv2,,,,,,,,,,,,
7,2,4,50000,ffv2,,,,,,,,,,,,
7,2,4,50000,ffv2,,,,,,,,,,,,
8,2,4,50000,ffv2,,,,,,,,,,,,
8,2,4,50000,ffv2,,,,,,,,,,,,
8,2,4,50000,ffv2,,,,,,,,,,,,
8,2,4,50000,ffv2,,,,,,,,,,,,
8,2,4,50000,ffv2,,,,,,,,,,,,
8,2,4,50000,ffv2,,,,,,,,,,,,
9,2,4,50000,ffv2,,,,,,,,,,,,
9,2,4,50000,ffv2,,,,,,,,,,,,
9,2,4,50000,ffv2,,,,,,,,,,,,
9,2,4,50000,ffv2,,,,,,,,,,,,
9,2,4,50000,ffv2,,,,,,,,,,,,
9,2,4,50000,ffv2,,,,,,,,,,,,
10,2,4,50000,ffv2,,,,,,,,,,,,
10,2,4,50000,ffv2,,,,,,,,,,,,
10,2,4,50000,ffv2,,,,,,,,,,,,
10,2,4,50000,ffv2,,,,,,,,,,,,
10,2,4,50000,ffv2,,,,,,,,,,,,
10,2,4,50000,ffv2,,,,,,,,,,,,
11,2,4,50000,ffv2,,,,,,,,,,,,
11,2,4,50000,ffv2,,,,,,,,,,,,
11,2,4,50000,ffv2,,,,,,,,,,,,
11,2,4,50000,ffv2,,,,,,,,,,,,
11,2,4,50000,ffv2,,,,,,,,,,,,
11,2,4,50000,ffv2,,,,,,,,,,,,
12,2,4,50000,ffv2,,,,,,,,,,,,
12,2,4,50000,ffv2,,,,,,,,,,,,
12,2,4,50000,ffv2,,,,,,,,,,,,
12,2,4,50000,ffv2,,,,,,,,,,,,
12,2,4,50000,ffv2,,,,,,,,,,,,
12,2,4,50000,ffv2,,,,,,,,,,,,
13,2,4,50000,ffv2,,,,,,,,,,,,
13,2,4,50000,ffv2,,,,,,,,,,,,
13,2,4,50000,ffv2,,,,,,,,,,,,
13,2,4,50000,ffv2,,,,,,,,,,,,
13,2,4,50000,ffv2,,,,,,,,,,,,
13,2,4,50000,ffv2,,,,,,,,,,,,
14,2,4,50000,ffv2,,,,,,,,,,,,
14,2,4,50000,ffv2,,,,,,,,,,,,
14,2,4,50000,ffv2,,,,,,,,,,,,
14,2,4,50000,ffv2,,,,,,,,,,,,
14,2,4,50000,ffv2,,,,,,,,,,,,
14,2,4,50000,ffv2,,,,,,,,,,,,
15,2,4,50000,ffv2,,,,,,,,,,,,
15,2,4,50000,ffv2,,,,,,,,,,,,
15,2,4,50000,ffv2,,,,,,,,,,,,
15,2,4,50000,ffv2,,,,,,,,,,,,
15,2,4,50000,ffv2,,,,,,,,,,,,
15,2,4,50000,ffv2,,,,,,,,,,,,
15,2,4,50000,ffv2,,,,,,,,,,,,
15,2,4,50000,ffv2,,,,,,,,,,,,
15,2,4,50000,ffv2,,,,,,,,,,,,